,Sector,intersection,health,climate
0,Banks,0.0,0.5,0.0
1,Construction & Materials,0.17,31.17,1.33
2,Diversified,0.0,17.0,0.67
3,Electricity,5.0,104.25,30.25
4,Financial Services,0.0,6.5,1.5
5,Food Producers,1.33,55.67,6.33
6,General Industrials,0.0,65.0,8.0
7,General Retailers,9.0,106.0,22.0
8,Life Insurance,0.0,1.0,1.0
9,Mobile Telecommunications,0.0,76.0,5.0
10,Pharmaceuticals & Biotechno...,1.0,15.0,1.0
11,Support Services,0.0,18.75,0.62
